symbol,entry_time,entry_price,stop_loss_price,exit_price,exit_time,pnl_amount,pnl_pct,quantity
1000BONKUSDC,2025-06-29 00:00:00,0.014494,0.014422,0.014575,2025-06-29 00:30:00,-4459.40,-14.36%,-2142911.000000
1000BONKUSDT,2025-06-29 00:00:00,0.014486,0.014414,0.014569,2025-06-29 00:30:00,-14383.16,-14.38%,-6905023.000000
1000CHEEMSUSDT,2025-06-29 00:00:00,0.001454,0.001447,0.001462,2025-06-29 00:30:00,-83435.71,-138.10%,-41549578.000000
1000PEPEUSDC,2025-06-29 00:00:00,0.009480,0.009433,0.009488,2025-06-29 00:30:00,-17174.75,-21.17%,-8556570.000000
1INCHUSDT,2025-06-29 00:00:00,0.176600,0.175718,0.176700,2025-06-29 00:30:00,-205.91,-1.19%,-98054.000000
ACEUSDT,2025-06-29 00:00:00,0.511000,0.508446,0.511900,2025-06-29 00:30:00,-23.85,-0.57%,-8225.000000
ACTUSDT,2025-06-29 00:00:00,0.042240,0.042029,0.042520,2025-06-29 00:30:00,-883.55,-5.40%,-387521.000000
ACXUSDT,2025-06-29 00:00:00,0.132900,0.132236,0.133800,2025-06-29 00:30:00,-149.44,-2.18%,-51532.000000
AI16ZUSDT,2025-06-29 00:00:00,0.141300,0.140594,0.142200,2025-06-29 00:30:00,-1587.58,-2.05%,-547441.000000
AIXBTUSDT,2025-06-29 00:00:00,0.132050,0.131390,0.132500,2025-06-29 00:30:00,-1021.24,-1.86%,-416833.000000
ALCHUSDT,2025-06-29 00:00:00,0.127550,0.126912,0.127510,2025-06-29 00:30:00,-258.91,-1.54%,-132098.000000
ALPHAUSDT,2025-06-29 00:00:00,0.014110,0.014039,0.014039,2025-06-29 00:25:00,-4977.97,-13.67%,-2579939.000000
ANKRUSDT,2025-06-29 00:00:00,0.013930,0.013860,0.013990,2025-06-29 00:30:00,-534.47,-14.79%,-259450.000000
APEUSDT,2025-06-29 00:00:00,0.599700,0.596702,0.602300,2025-06-29 00:30:00,-438.43,-0.77%,-95311.000000
ARUSDT,2025-06-29 00:00:00,4.971000,4.946147,4.968000,2025-06-29 00:30:00,2.39,0.02%,-2389.000000
ASTRUSDT,2025-06-29 00:00:00,0.022757,0.022643,0.022827,2025-06-29 00:30:00,-196.02,-9.10%,-94698.000000
ATAUSDT,2025-06-29 00:00:00,0.041600,0.041392,0.041800,2025-06-29 00:30:00,-254.30,-5.29%,-115590.000000
AUCTIONUSDT,2025-06-29 00:00:00,8.905000,8.860478,8.917000,2025-06-29 00:30:00,-48.58,-0.16%,-3470.000000
AWEUSDT,2025-06-29 00:00:00,0.055587,0.055309,0.055526,2025-06-29 00:30:00,-279.67,-3.49%,-144233.000000
AXLUSDT,2025-06-29 00:00:00,0.334200,0.332532,0.335500,2025-06-29 00:30:00,-524.42,-0.99%,-158914.000000
B2USDT,2025-06-29 00:00:00,0.473600,0.471232,0.475400,2025-06-29 00:30:00,-372.14,-0.80%,-97931.000000
BABYUSDT,2025-06-29 00:00:00,0.048130,0.047890,0.048290,2025-06-29 00:30:00,-569.19,-4.49%,-263512.000000
BANANAS31USDT,2025-06-29 00:00:00,0.012838,0.012774,0.012845,2025-06-29 00:30:00,-15671.55,-15.63%,-7808446.000000
BANKUSDT,2025-06-29 00:00:00,0.056559,0.056276,0.056959,2025-06-29 00:30:00,-621.52,-4.24%,-258965.000000
BATUSDT,2025-06-29 00:00:00,0.126600,0.125967,0.126800,2025-06-29 00:30:00,-202.01,-1.74%,-91823.000000
BBUSDT,2025-06-29 00:00:00,0.078320,0.077929,0.078290,2025-06-29 00:30:00,-160.91,-2.52%,-81680.000000
BDXNUSDT,2025-06-29 00:00:00,0.030730,0.030577,0.030930,2025-06-29 00:30:00,-795.36,-7.16%,-361527.000000
BRUSDT,2025-06-29 00:00:00,0.079580,0.079182,0.079620,2025-06-29 00:30:00,-826.66,-2.56%,-405224.000000
BSWUSDT,2025-06-29 00:00:00,0.022740,0.022626,0.022750,2025-06-29 00:30:00,-8012.36,-8.84%,-3986249.000000
BUSDT,2025-06-29 00:00:00,0.329140,0.327495,0.329250,2025-06-29 00:30:00,-82.98,-0.64%,-39325.000000
C98USDT,2025-06-29 00:00:00,0.042300,0.042089,0.042400,2025-06-29 00:30:00,-250.95,-4.96%,-119498.000000
CELOUSDT,2025-06-29 00:00:00,0.257000,0.255715,0.257000,2025-06-29 00:30:00,-344.31,-0.78%,-172157.000000
CFXUSDT,2025-06-29 00:00:00,0.072530,0.072167,0.072680,2025-06-29 00:30:00,-929.44,-2.96%,-432296.000000
CGPTUSDT,2025-06-29 00:00:00,0.093250,0.092784,0.092784,2025-06-29 00:30:00,-446.20,-1.65%,-290858.000000
CHESSUSDT,2025-06-29 00:00:00,0.074430,0.074059,0.074400,2025-06-29 00:30:00,-1206.68,-2.65%,-612530.000000
CTKUSDT,2025-06-29 00:00:00,0.297300,0.295814,0.299200,2025-06-29 00:30:00,-760.26,-1.31%,-194938.000000
DEGOUSDT,2025-06-29 00:00:00,1.040400,1.035199,1.048200,2025-06-29 00:30:00,-34.63,-0.94%,-3534.000000
DENTUSDT,2025-06-29 00:00:00,0.000571,0.000568,0.000572,2025-06-29 00:30:00,-29313.24,-350.44%,-14649294.000000
DOGEUSDC,2025-06-29 00:00:00,0.162680,0.161867,0.162950,2025-06-29 00:30:00,-1241.11,-1.40%,-546744.000000
DOGSUSDT,2025-06-29 00:00:00,0.000129,0.000128,0.000129,2025-06-29 00:30:00,-327736.68,-1556.42%,-163868342.000000
DUSKUSDT,2025-06-29 00:00:00,0.051760,0.051501,0.051940,2025-06-29 00:30:00,-238.94,-4.21%,-109606.000000
DYMUSDT,2025-06-29 00:00:00,0.227400,0.226263,0.227200,2025-06-29 00:30:00,-71.55,-0.79%,-39750.000000
EDUUSDT,2025-06-29 00:00:00,0.131800,0.131141,0.131900,2025-06-29 00:30:00,-45.27,-1.59%,-21559.000000
EPICUSDT,2025-06-29 00:00:00,0.816500,0.812419,0.817800,2025-06-29 00:30:00,-23.03,-0.40%,-6978.000000
EPTUSDT,2025-06-29 00:00:00,0.004222,0.004201,0.004258,2025-06-29 00:30:00,-2268.01,-48.22%,-1113953.000000
ETHWUSDT,2025-06-29 00:00:00,1.318100,1.311512,1.321400,2025-06-29 00:30:00,-5.77,-0.40%,-1089.000000
FARTCOINUSDT,2025-06-29 00:00:00,1.094100,1.088636,1.088636,2025-06-29 00:25:00,317.00,0.32%,-91501.000000
FIDAUSDT,2025-06-29 00:00:00,0.066260,0.065929,0.066570,2025-06-29 00:30:00,-2141.96,-3.49%,-927254.000000
FLOWUSDT,2025-06-29 00:00:00,0.324000,0.322384,0.324000,2025-06-29 00:30:00,-15.30,-0.62%,-7648.000000
FORTHUSDT,2025-06-29 00:00:00,2.359000,2.347211,2.358000,2025-06-29 00:30:00,-0.98,-0.04%,-979.000000
FUNUSDT,2025-06-29 00:00:00,0.010129,0.010079,0.010079,2025-06-29 00:05:00,-19378.73,-19.25%,-9939364.000000
FUSDT,2025-06-29 00:00:00,0.009533,0.009486,0.009660,2025-06-29 00:30:00,-22475.00,-22.31%,-10566525.000000
GASUSDT,2025-06-29 00:00:00,2.749000,2.735259,2.750000,2025-06-29 00:30:00,-11.59,-0.11%,-3863.000000
GHSTUSDT,2025-06-29 00:00:00,0.359600,0.357803,0.359600,2025-06-29 00:30:00,-15.20,-0.56%,-7600.000000
GRASSUSDT,2025-06-29 00:00:00,1.157600,1.151815,1.156800,2025-06-29 00:30:00,-57.56,-0.10%,-47965.000000
GRIFFAINUSDT,2025-06-29 00:00:00,0.040500,0.040298,0.040780,2025-06-29 00:30:00,-2413.67,-5.63%,-1058629.000000
GTCUSDT,2025-06-29 00:00:00,0.224000,0.222884,0.224000,2025-06-29 00:30:00,-21.04,-0.89%,-10521.000000
HAEDALUSDT,2025-06-29 00:00:00,0.123138,0.122523,0.122899,2025-06-29 00:30:00,-534.66,-1.43%,-303609.000000
HOOKUSDT,2025-06-29 00:00:00,0.091100,0.090645,0.090900,2025-06-29 00:30:00,-181.98,-1.98%,-101099.000000
HOTUSDT,2025-06-29 00:00:00,0.000828,0.000824,0.000828,2025-06-29 00:30:00,-16544.99,-241.55%,-8272497.000000
HUSDT,2025-06-29 00:00:00,0.022820,0.022707,0.022707,2025-06-29 00:05:00,-8321.55,-8.27%,-4410774.000000
HYPEUSDT,2025-06-29 00:00:00,37.829000,37.639886,37.784000,2025-06-29 00:30:00,113.65,0.11%,-2643.000000
IPUSDC,2025-06-29 00:00:00,3.005530,2.990531,3.006110,2025-06-29 00:30:00,-5.15,-0.09%,-1996.000000
IPUSDT,2025-06-29 00:00:00,3.005650,2.990650,3.005120,2025-06-29 00:30:00,-30.65,-0.05%,-20853.000000
KAIAUSDT,2025-06-29 00:00:00,0.166500,0.165669,0.166200,2025-06-29 00:30:00,-689.53,-1.02%,-405604.000000
KAITOUSDC,2025-06-29 00:00:00,1.519600,1.512034,1.530000,2025-06-29 00:30:00,-153.90,-0.82%,-12411.000000
KAITOUSDT,2025-06-29 00:00:00,1.519800,1.512229,1.529800,2025-06-29 00:30:00,-792.47,-0.79%,-66039.000000
LOKAUSDT,2025-06-29 00:00:00,0.052980,0.052715,0.053000,2025-06-29 00:30:00,-240.80,-3.81%,-119210.000000
LQTYUSDT,2025-06-29 00:00:00,1.502400,1.494934,1.494934,2025-06-29 00:20:00,366.05,0.36%,-66971.000000
MASKUSDT,2025-06-29 00:00:00,1.235200,1.229025,1.239000,2025-06-29 00:30:00,-469.63,-0.47%,-80970.000000
MAVIAUSDT,2025-06-29 00:00:00,0.138400,0.137708,0.138900,2025-06-29 00:30:00,-10.84,-1.81%,-4337.000000
MERLUSDT,2025-06-29 00:00:00,0.086010,0.085580,0.086150,2025-06-29 00:30:00,-559.01,-2.49%,-261219.000000
MEWUSDT,2025-06-29 00:00:00,0.002649,0.002636,0.002655,2025-06-29 00:30:00,-39313.59,-75.73%,-19598001.000000
MILKUSDT,2025-06-29 00:00:00,0.054520,0.054248,0.054440,2025-06-29 00:30:00,-1312.48,-3.52%,-683581.000000
MOVRUSDT,2025-06-29 00:00:00,5.379000,5.352113,5.401000,2025-06-29 00:30:00,-9.55,-0.45%,-398.000000
MYROUSDT,2025-06-29 00:00:00,0.017410,0.017323,0.017430,2025-06-29 00:30:00,-438.36,-11.60%,-217011.000000
MYXUSDT,2025-06-29 00:00:00,0.128460,0.127818,0.127818,2025-06-29 00:15:00,-1058.70,-1.06%,-779350.000000
NEWTUSDT,2025-06-29 00:00:00,0.414300,0.412233,0.412233,2025-06-29 00:05:00,16.31,0.02%,-241843.000000
NXPCUSDT,2025-06-29 00:00:00,0.914170,0.909602,0.913450,2025-06-29 00:30:00,-140.09,-0.14%,-109446.000000
OGNUSDT,2025-06-29 00:00:00,0.054900,0.054626,0.054626,2025-06-29 00:15:00,-3143.52,-3.14%,-1821761.000000
OMUSDT,2025-06-29 00:00:00,0.207480,0.206443,0.208240,2025-06-29 00:30:00,-531.63,-1.33%,-192620.000000
OPUSDT,2025-06-29 00:00:00,0.549200,0.546455,0.550000,2025-06-29 00:30:00,-510.06,-0.51%,-182164.000000
PARTIUSDT,2025-06-29 00:00:00,0.192100,0.191140,0.192400,2025-06-29 00:30:00,-122.91,-1.20%,-53437.000000
PERPUSDT,2025-06-29 00:00:00,0.223800,0.222682,0.224500,2025-06-29 00:30:00,-48.74,-1.21%,-18053.000000
PHAUSDT,2025-06-29 00:00:00,0.097910,0.097421,0.097760,2025-06-29 00:30:00,-171.41,-1.89%,-92656.000000
PNUTUSDC,2025-06-29 00:00:00,0.216320,0.215239,0.217300,2025-06-29 00:30:00,-179.01,-1.38%,-60069.000000
PNUTUSDT,2025-06-29 00:00:00,0.216300,0.215219,0.217210,2025-06-29 00:30:00,-1345.60,-1.35%,-462406.000000
POLYXUSDT,2025-06-29 00:00:00,0.122840,0.122226,0.122700,2025-06-29 00:30:00,-365.07,-1.51%,-196276.000000
PONKEUSDT,2025-06-29 00:00:00,0.119750,0.119152,0.120520,2025-06-29 00:30:00,-304.25,-2.31%,-109836.000000
PORT3USDT,2025-06-29 00:00:00,0.041210,0.041004,0.041300,2025-06-29 00:30:00,-275.09,-5.07%,-131621.000000
PUMPBTCUSDT,2025-06-29 00:00:00,0.038390,0.038199,0.038199,2025-06-29 00:20:00,-173.43,-4.71%,-95876.000000
PYTHUSDT,2025-06-29 00:00:00,0.096670,0.096187,0.096990,2025-06-29 00:30:00,-2400.89,-2.40%,-1034867.000000
QNTUSDT,2025-06-29 00:00:00,108.530000,107.987787,108.600000,2025-06-29 00:30:00,-7.06,-0.07%,-98.000000
REDUSDT,2025-06-29 00:00:00,0.283200,0.281784,0.283900,2025-06-29 00:30:00,-49.03,-0.95%,-18158.000000
REIUSDT,2025-06-29 00:00:00,0.015070,0.014995,0.015120,2025-06-29 00:30:00,-1030.54,-13.60%,-502703.000000
RENDERUSDT,2025-06-29 00:00:00,3.199000,3.183012,3.187000,2025-06-29 00:30:00,312.73,0.31%,-31273.000000
RIFUSDT,2025-06-29 00:00:00,0.053080,0.052815,0.053080,2025-06-29 00:30:00,-227.55,-3.77%,-113777.000000
RONINUSDT,2025-06-29 00:00:00,0.435000,0.432826,0.436300,2025-06-29 00:30:00,-31.63,-0.76%,-9584.000000
RVNUSDT,2025-06-29 00:00:00,0.014160,0.014089,0.014150,2025-06-29 00:30:00,-14067.45,-14.05%,-7069072.000000
SAHARAUSDT,2025-06-29 00:00:00,0.106200,0.105669,0.105669,2025-06-29 00:20:00,-1383.34,-1.38%,-941671.000000
SFPUSDT,2025-06-29 00:00:00,0.439000,0.436805,0.438700,2025-06-29 00:30:00,-10.39,-0.39%,-6111.000000
SIRENUSDT,2025-06-29 00:00:00,0.051860,0.051601,0.051810,2025-06-29 00:30:00,-321.94,-3.76%,-165099.000000
SKATEUSDT,2025-06-29 00:00:00,0.042080,0.041870,0.042160,2025-06-29 00:30:00,-329.47,-4.94%,-158397.000000
SKYAIUSDT,2025-06-29 00:00:00,0.035360,0.035183,0.035580,2025-06-29 00:30:00,-587.78,-6.28%,-264768.000000
SOLVUSDT,2025-06-29 00:00:00,0.045470,0.045243,0.045580,2025-06-29 00:30:00,-146.45,-4.64%,-69408.000000
SONICUSDT,2025-06-29 00:00:00,0.194800,0.193826,0.194500,2025-06-29 00:30:00,-20.59,-0.87%,-12112.000000
SOONUSDT,2025-06-29 00:00:00,0.226590,0.225458,0.227180,2025-06-29 00:30:00,-552.21,-1.14%,-213207.000000
SOPHUSDT,2025-06-29 00:00:00,0.033072,0.032907,0.033120,2025-06-29 00:30:00,-6193.08,-6.19%,-3023965.000000
SPKUSDT,2025-06-29 00:00:00,0.040090,0.039890,0.040030,2025-06-29 00:30:00,-4856.26,-4.84%,-2503228.000000
SQDUSDT,2025-06-29 00:00:00,0.150040,0.149291,0.150080,2025-06-29 00:30:00,-148.51,-1.36%,-72798.000000
SUNUSDT,2025-06-29 00:00:00,0.016455,0.016373,0.016470,2025-06-29 00:30:00,-313.76,-12.25%,-155710.000000
SUSDT,2025-06-29 00:00:00,0.308900,0.307356,0.308900,2025-06-29 00:30:00,-509.67,-0.65%,-254837.000000
SWELLUSDT,2025-06-29 00:00:00,0.009060,0.009015,0.009015,2025-06-29 00:10:00,-541.41,-21.58%,-276972.000000
SXTUSDT,2025-06-29 00:00:00,0.066660,0.066327,0.067070,2025-06-29 00:30:00,-547.03,-3.62%,-226984.000000
TNSRUSDT,2025-06-29 00:00:00,0.111600,0.111043,0.111300,2025-06-29 00:30:00,-157.96,-1.52%,-92920.000000
TONUSDT,2025-06-29 00:00:00,2.839100,2.824905,2.838600,2025-06-29 00:30:00,-52.84,-0.05%,-35224.000000
TRUUSDT,2025-06-29 00:00:00,0.028770,0.028626,0.028780,2025-06-29 00:30:00,-372.64,-6.99%,-185392.000000
TURBOUSDT,2025-06-29 00:00:00,0.003694,0.003676,0.003687,2025-06-29 00:30:00,-35216.28,-53.94%,-17673533.000000
TUTUSDT,2025-06-29 00:00:00,0.058540,0.058248,0.058450,2025-06-29 00:30:00,-2787.37,-3.26%,-1459357.000000
TWTUSDT,2025-06-29 00:00:00,0.680200,0.676800,0.681200,2025-06-29 00:30:00,-14.56,-0.44%,-4853.000000
USDCUSDT,2025-06-29 00:00:00,0.999165,0.994169,0.999166,2025-06-29 00:30:00,-42.19,-0.20%,-21085.000000
USTCUSDT,2025-06-29 00:00:00,0.012610,0.012547,0.012599,2025-06-29 00:30:00,-1060.49,-15.77%,-533177.000000
USUALUSDT,2025-06-29 00:00:00,0.064200,0.063879,0.064400,2025-06-29 00:30:00,-695.06,-3.43%,-315935.000000
VANRYUSDT,2025-06-29 00:00:00,0.025320,0.025193,0.025440,2025-06-29 00:30:00,-1483.83,-8.37%,-699919.000000
VETUSDT,2025-06-29 00:00:00,0.020901,0.020797,0.020907,2025-06-29 00:30:00,-9608.87,-9.60%,-4790066.000000
VINEUSDT,2025-06-29 00:00:00,0.030420,0.030268,0.030268,2025-06-29 00:20:00,-6095.06,-6.08%,-3297531.000000
VTHOUSDT,2025-06-29 00:00:00,0.001918,0.001908,0.001918,2025-06-29 00:30:00,-1641.50,-104.28%,-820749.000000
WCTUSDT,2025-06-29 00:00:00,0.318700,0.317107,0.319400,2025-06-29 00:30:00,-587.32,-0.85%,-217527.000000
WIFUSDC,2025-06-29 00:00:00,0.814300,0.810230,0.817000,2025-06-29 00:30:00,-201.88,-0.58%,-42953.000000
WIFUSDT,2025-06-29 00:00:00,0.814100,0.810031,0.817000,2025-06-29 00:30:00,-602.05,-0.60%,-122867.000000
WUSDT,2025-06-29 00:00:00,0.075100,0.074725,0.075960,2025-06-29 00:30:00,-3811.39,-3.81%,-1332654.000000
XMRUSDT,2025-06-29 00:00:00,313.820000,312.251742,317.710000,2025-06-29 00:30:00,-1237.66,-1.24%,-318.000000
XVSUSDT,2025-06-29 00:00:00,5.800000,5.771020,5.800000,2025-06-29 00:30:00,-1.86,-0.03%,-932.000000
ZKJUSDT,2025-06-29 00:00:00,0.211300,0.210244,0.214300,2025-06-29 00:30:00,-2368.08,-2.37%,-473616.000000
ZROUSDT,2025-06-29 00:00:00,1.808100,1.799062,1.808800,2025-06-29 00:30:00,-67.40,-0.15%,-24964.000000
1000000BOBUSDT,2025-06-29 00:05:00,0.036620,0.036437,0.036437,2025-06-29 00:15:00,-1100.44,-4.96%,-605660.000000
1000CATUSDT,2025-06-29 00:05:00,0.007177,0.007141,0.007198,2025-06-29 00:35:00,-22842.44,-28.16%,-11302541.000000
ADAUSDC,2025-06-29 00:05:00,0.563200,0.560385,0.561400,2025-06-29 00:35:00,-27.18,-0.04%,-135895.000000
ADAUSDT,2025-06-29 00:05:00,0.563000,0.560186,0.561100,2025-06-29 00:35:00,-17.77,-0.02%,-177695.000000
AERGOUSDT,2025-06-29 00:05:00,0.132380,0.131718,0.131718,2025-06-29 00:20:00,-714.74,-1.01%,-534120.000000
AIUSDT,2025-06-29 00:05:00,0.110490,0.109938,0.110240,2025-06-29 00:35:00,-91.70,-1.58%,-52399.000000
AKTUSDT,2025-06-29 00:05:00,1.083000,1.077587,1.091000,2025-06-29 00:35:00,-24.82,-0.92%,-2482.000000
ATOMUSDT,2025-06-29 00:05:00,3.971000,3.951153,3.964000,2025-06-29 00:35:00,63.87,0.13%,-12773.000000
AUSDT,2025-06-29 00:05:00,0.498210,0.495719,0.498540,2025-06-29 00:35:00,-22.17,-0.47%,-9515.000000
BIDUSDT,2025-06-29 00:05:00,0.139720,0.139023,0.139023,2025-06-29 00:20:00,-934.40,-0.93%,-717198.000000
BIGTIMEUSDT,2025-06-29 00:05:00,0.051690,0.051432,0.051690,2025-06-29 00:35:00,-369.96,-3.87%,-184978.000000
BLURUSDT,2025-06-29 00:05:00,0.072130,0.071769,0.071980,2025-06-29 00:35:00,-235.86,-2.56%,-127493.000000
BNBUSDC,2025-06-29 00:05:00,648.620000,645.378213,648.740000,2025-06-29 00:35:00,-18.79,-0.02%,-154.000000
BNBUSDT,2025-06-29 00:05:00,648.580000,645.338010,648.530000,2025-06-29 00:35:00,7.39,0.01%,-154.000000
BNTUSDT,2025-06-29 00:05:00,0.584800,0.581876,0.585340,2025-06-29 00:35:00,-15.54,-0.43%,-6118.000000
BROCCOLI714USDT,2025-06-29 00:05:00,0.032470,0.032308,0.032650,2025-06-29 00:35:00,-6732.57,-6.71%,-3088336.000000
CKBUSDT,2025-06-29 00:05:00,0.003362,0.003345,0.003372,2025-06-29 00:35:00,-4104.75,-59.79%,-2042164.000000
COSUSDT,2025-06-29 00:05:00,0.003016,0.003001,0.003020,2025-06-29 00:35:00,-1002.73,-66.45%,-500362.000000
CTSIUSDT,2025-06-29 00:05:00,0.058200,0.057909,0.058300,2025-06-29 00:35:00,-60.42,-3.61%,-28772.000000
DEEPUSDT,2025-06-29 00:05:00,0.136040,0.135360,0.136090,2025-06-29 00:35:00,-135.41,-1.51%,-66054.000000
DEFIUSDT,2025-06-29 00:05:00,627.200000,624.064148,626.600000,2025-06-29 00:35:00,0.60,0.10%,-1.000000
DODOXUSDT,2025-06-29 00:05:00,0.037470,0.037283,0.037484,2025-06-29 00:35:00,-232.29,-5.37%,-115336.000000
DOLOUSDT,2025-06-29 00:05:00,0.036428,0.036246,0.036530,2025-06-29 00:35:00,-548.69,-5.77%,-261034.000000
DOTUSDT,2025-06-29 00:05:00,3.383000,3.366087,3.383000,2025-06-29 00:35:00,-59.12,-0.06%,-29562.000000
DRIFTUSDT,2025-06-29 00:05:00,0.386700,0.384767,0.387700,2025-06-29 00:35:00,-43.40,-0.78%,-14467.000000
DUSDT,2025-06-29 00:05:00,0.030130,0.029979,0.030150,2025-06-29 00:35:00,-118.82,-6.70%,-58821.000000
EGLDUSDT,2025-06-29 00:05:00,13.389000,13.322061,13.362000,2025-06-29 00:35:00,22.00,0.19%,-880.000000
ENAUSDT,2025-06-29 00:05:00,0.261400,0.260094,0.261300,2025-06-29 00:35:00,-727.22,-0.73%,-382747.000000
ETCUSDT,2025-06-29 00:05:00,16.221000,16.139913,16.220000,2025-06-29 00:35:00,-6.17,-0.01%,-6166.000000
ETHUSDC,2025-06-29 00:05:00,2429.470000,2417.322891,2429.860000,2025-06-29 00:35:00,-16.07,-0.02%,-41.000000
ETHUSDT,2025-06-29 00:05:00,2428.080000,2415.939799,2428.610000,2025-06-29 00:35:00,-21.81,-0.02%,-41.000000
FORMUSDT,2025-06-29 00:05:00,2.794800,2.780831,2.798200,2025-06-29 00:35:00,-21.38,-0.19%,-3960.000000
HBARUSDT,2025-06-29 00:05:00,0.146750,0.146016,0.146680,2025-06-29 00:35:00,-488.98,-1.32%,-253357.000000
HEIUSDT,2025-06-29 00:05:00,0.272000,0.270644,0.271200,2025-06-29 00:35:00,-39.81,-0.44%,-33171.000000
HYPERUSDT,2025-06-29 00:05:00,0.098200,0.097709,0.098700,2025-06-29 00:35:00,-302.68,-2.55%,-121071.000000
INJUSDT,2025-06-29 00:05:00,10.861000,10.806700,10.828000,2025-06-29 00:35:00,285.45,0.29%,-9208.000000
IOSTUSDT,2025-06-29 00:05:00,0.003239,0.003223,0.003241,2025-06-29 00:35:00,-1153.36,-61.81%,-576103.000000
IOTXUSDT,2025-06-29 00:05:00,0.021110,0.021004,0.021130,2025-06-29 00:35:00,-859.41,-9.57%,-425451.000000
JASMYUSDT,2025-06-29 00:05:00,0.013142,0.013076,0.013132,2025-06-29 00:35:00,-5644.01,-15.14%,-2836186.000000
JELLYJELLYUSDT,2025-06-29 00:05:00,0.027820,0.027681,0.027870,2025-06-29 00:35:00,-1594.03,-7.37%,-777576.000000
JTOUSDT,2025-06-29 00:05:00,2.228200,2.217066,2.231600,2025-06-29 00:35:00,-242.50,-0.24%,-44907.000000
KOMAUSDT,2025-06-29 00:05:00,0.017830,0.017741,0.017870,2025-06-29 00:35:00,-418.63,-11.44%,-205209.000000
LAYERUSDT,2025-06-29 00:05:00,0.658300,0.655010,0.658400,2025-06-29 00:35:00,-132.77,-0.32%,-63222.000000
LINKUSDC,2025-06-29 00:05:00,13.277000,13.210651,13.272000,2025-06-29 00:35:00,2.76,0.02%,-921.000000
LINKUSDT,2025-06-29 00:05:00,13.272000,13.205682,13.270000,2025-06-29 00:35:00,0.00,0.00%,-7539.000000
LPTUSDT,2025-06-29 00:05:00,6.507000,6.474691,6.474691,2025-06-29 00:25:00,469.03,0.47%,-15475.000000
LRCUSDT,2025-06-29 00:05:00,0.076130,0.075749,0.076030,2025-06-29 00:35:00,-226.97,-2.50%,-119457.000000
LSKUSDT,2025-06-29 00:05:00,0.371500,0.369643,0.371800,2025-06-29 00:35:00,-8.60,-0.62%,-3737.000000
LTCUSDC,2025-06-29 00:05:00,86.260000,85.829120,86.330000,2025-06-29 00:35:00,-16.42,-0.08%,-228.000000
LTCUSDT,2025-06-29 00:05:00,86.230000,85.799504,86.300000,2025-06-29 00:35:00,-83.59,-0.08%,-1161.000000
MAGICUSDT,2025-06-29 00:05:00,0.130900,0.130246,0.131700,2025-06-29 00:35:00,-770.69,-2.14%,-275245.000000
MBOXUSDT,2025-06-29 00:05:00,0.048250,0.048009,0.048210,2025-06-29 00:35:00,-296.91,-4.06%,-151487.000000
MELANIAUSDT,2025-06-29 00:05:00,0.198100,0.197110,0.198300,2025-06-29 00:35:00,-534.67,-1.11%,-243031.000000
METISUSDT,2025-06-29 00:05:00,14.410000,14.337984,14.400000,2025-06-29 00:35:00,3.94,0.06%,-492.000000
MEUSDT,2025-06-29 00:05:00,0.734200,0.730530,0.735000,2025-06-29 00:35:00,-24.26,-0.38%,-8663.000000
MINAUSDT,2025-06-29 00:05:00,0.170000,0.169150,0.170100,2025-06-29 00:35:00,-168.13,-1.24%,-80061.000000
NEOUSDC,2025-06-29 00:05:00,5.445000,5.417778,5.441000,2025-06-29 00:35:00,0.91,0.04%,-453.000000
NEOUSDT,2025-06-29 00:05:00,5.444000,5.416787,5.437000,2025-06-29 00:35:00,8.01,0.09%,-1603.000000
NFPUSDT,2025-06-29 00:05:00,0.054670,0.054397,0.054670,2025-06-29 00:35:00,-72.17,-3.66%,-36085.000000
NILUSDT,2025-06-29 00:05:00,0.276400,0.275019,0.275700,2025-06-29 00:35:00,-65.71,-0.47%,-50549.000000
NTRNUSDT,2025-06-29 00:05:00,0.084700,0.084277,0.084800,2025-06-29 00:35:00,-219.46,-2.48%,-104504.000000
OLUSDT,2025-06-29 00:05:00,0.029830,0.029681,0.029681,2025-06-29 00:20:00,-3121.07,-6.21%,-1685794.000000
ONDOUSDT,2025-06-29 00:05:00,0.758600,0.754809,0.758600,2025-06-29 00:35:00,-235.94,-0.26%,-117970.000000
ONTUSDT,2025-06-29 00:05:00,0.120200,0.119599,0.120200,2025-06-29 00:35:00,-59.57,-1.66%,-29783.000000
OXTUSDT,2025-06-29 00:05:00,0.052900,0.052636,0.053040,2025-06-29 00:35:00,-53.79,-4.05%,-25135.000000
PORTALUSDT,2025-06-29 00:05:00,0.029750,0.029601,0.029660,2025-06-29 00:35:00,-791.32,-6.42%,-414302.000000
RAREUSDT,2025-06-29 00:05:00,0.051700,0.051442,0.051520,2025-06-29 00:35:00,-600.00,-3.52%,-329668.000000
RESOLVUSDT,2025-06-29 00:05:00,0.157120,0.156335,0.156335,2025-06-29 00:15:00,-774.45,-0.77%,-637223.000000
RLCUSDT,2025-06-29 00:05:00,0.922100,0.917491,0.921900,2025-06-29 00:35:00,-6.58,-0.20%,-3655.000000
ROSEUSDT,2025-06-29 00:05:00,0.023510,0.023392,0.023530,2025-06-29 00:35:00,-451.16,-8.59%,-223348.000000
RSRUSDT,2025-06-29 00:05:00,0.006873,0.006839,0.006858,2025-06-29 00:35:00,-2240.89,-28.88%,-1128910.000000
