symbol,entry_time,entry_price,stop_loss_price,exit_price,exit_time,pnl_amount,pnl_pct,quantity
ADAUSDC,2025-06-29 01:25:00,0.561000,0.558196,0.562000,2025-06-29 01:55:00,-36.41,-0.53%,-12136.000000
AXLUSDT,2025-06-29 01:25:00,0.337600,0.335918,0.335918,2025-06-29 01:35:00,-67.34,-0.09%,-212091.000000
BCHUSDC,2025-06-29 01:25:00,494.230000,491.759413,493.200000,2025-06-29 01:55:00,35.98,0.21%,-35.000000
BCHUSDT,2025-06-29 01:25:00,493.980000,491.510935,492.960000,2025-06-29 01:55:00,205.64,0.21%,-202.000000
BROCCOLI714USDT,2025-06-29 01:25:00,0.033260,0.033094,0.033300,2025-06-29 01:55:00,-6146.38,-6.13%,-3012933.000000
CATIUSDT,2025-06-29 01:25:00,0.081300,0.080894,0.082000,2025-06-29 01:55:00,-147.99,-3.32%,-54810.000000
COWUSDT,2025-06-29 01:25:00,0.279100,0.277705,0.280100,2025-06-29 01:55:00,-16.22,-1.07%,-5407.000000
HBARUSDC,2025-06-29 01:25:00,0.146680,0.145947,0.147080,2025-06-29 01:55:00,-15.89,-1.64%,-6620.000000
IPUSDT,2025-06-29 01:25:00,3.014310,2.999240,2.999240,2025-06-29 01:40:00,433.63,0.43%,-33178.000000
LUMIAUSDT,2025-06-29 01:25:00,0.226300,0.225169,0.227300,2025-06-29 01:55:00,-14.03,-1.33%,-4676.000000
MORPHOUSDT,2025-06-29 01:25:00,1.354100,1.347331,1.360000,2025-06-29 01:55:00,-3.63,-0.58%,-460.000000
PUNDIXUSDT,2025-06-29 01:25:00,0.272600,0.271237,0.273100,2025-06-29 01:55:00,-6.20,-0.92%,-2479.000000
REDUSDT,2025-06-29 01:25:00,0.285300,0.283874,0.287200,2025-06-29 01:55:00,-26.22,-1.37%,-6724.000000
SLERFUSDT,2025-06-29 01:25:00,0.068610,0.068267,0.068660,2025-06-29 01:55:00,-2.44,-2.99%,-1190.000000
SUNUSDT,2025-06-29 01:25:00,0.016515,0.016432,0.016513,2025-06-29 01:55:00,-475.42,-12.10%,-237946.000000
SWELLUSDT,2025-06-29 01:25:00,0.008980,0.008935,0.009000,2025-06-29 01:55:00,-890.33,-22.49%,-440759.000000
SYRUPUSDT,2025-06-29 01:25:00,0.603780,0.600766,0.611810,2025-06-29 01:55:00,-1663.79,-1.66%,-165881.000000
TRBUSDT,2025-06-29 01:25:00,36.559000,36.376279,36.627000,2025-06-29 01:55:00,-191.52,-0.19%,-2736.000000
AUSDT,2025-06-29 01:30:00,0.497270,0.494785,0.498540,2025-06-29 02:00:00,-113.69,-0.66%,-34768.000000
FLOWUSDT,2025-06-29 01:30:00,0.324000,0.322380,0.324000,2025-06-29 02:00:00,-304.85,-0.62%,-152423.000000
IOTAUSDT,2025-06-29 01:30:00,0.156500,0.155718,0.157400,2025-06-29 02:00:00,-104.85,-1.85%,-36154.000000
OGUSDT,2025-06-29 01:30:00,4.010000,3.989960,4.017000,2025-06-29 02:00:00,-6.10,-0.22%,-678.000000
PUFFERUSDT,2025-06-29 01:30:00,0.154230,0.153459,0.154530,2025-06-29 02:00:00,-1.90,-1.49%,-827.000000
SIRENUSDT,2025-06-29 01:30:00,0.052420,0.052158,0.052540,2025-06-29 02:00:00,-406.08,-4.04%,-191548.000000
WUSDT,2025-06-29 01:30:00,0.075620,0.075242,0.075950,2025-06-29 02:00:00,-3084.77,-3.08%,-1323936.000000
GPSUSDT,2025-06-29 01:35:00,0.028250,0.028109,0.028130,2025-06-29 02:05:00,-1221.59,-6.65%,-649781.000000
METISUSDT,2025-06-29 01:35:00,14.430000,14.357877,14.450000,2025-06-29 02:05:00,-4.95,-0.15%,-225.000000
MEUSDT,2025-06-29 01:35:00,0.734300,0.730629,0.735300,2025-06-29 02:05:00,-15.32,-0.41%,-5107.000000
MOVRUSDT,2025-06-29 01:35:00,5.392000,5.365042,5.419000,2025-06-29 02:05:00,-4.47,-0.54%,-154.000000
SAFEUSDT,2025-06-29 01:35:00,0.396100,0.394120,0.397100,2025-06-29 02:05:00,-25.81,-0.76%,-8602.000000
SANTOSUSDT,2025-06-29 01:35:00,1.831000,1.821848,1.830000,2025-06-29 02:05:00,-0.31,-0.05%,-308.000000
UNIUSDC,2025-06-29 01:35:00,6.969000,6.934156,6.994000,2025-06-29 02:05:00,-22.84,-0.39%,-846.000000
VELODROMEUSDT,2025-06-29 01:35:00,0.044680,0.044457,0.044730,2025-06-29 02:05:00,-113.86,-4.59%,-55541.000000
AIUSDT,2025-06-29 01:40:00,0.110420,0.109868,0.110740,2025-06-29 02:10:00,-106.73,-2.10%,-46003.000000
ARKUSDT,2025-06-29 01:40:00,0.354200,0.352429,0.354500,2025-06-29 02:10:00,-17.42,-0.65%,-7574.000000
ASRUSDT,2025-06-29 01:40:00,2.322000,2.310391,2.322000,2025-06-29 02:10:00,-0.84,-0.09%,-419.000000
BANDUSDT,2025-06-29 01:40:00,0.569700,0.566852,0.571700,2025-06-29 02:10:00,-11.78,-0.70%,-2946.000000
BATUSDT,2025-06-29 01:40:00,0.127100,0.126465,0.127200,2025-06-29 02:10:00,-12.79,-1.65%,-6091.000000
BSVUSDT,2025-06-29 01:40:00,30.670000,30.516673,30.780000,2025-06-29 02:10:00,-11.87,-0.37%,-106.000000
CKBUSDT,2025-06-29 01:40:00,0.003381,0.003364,0.003385,2025-06-29 02:10:00,-3506.63,-59.27%,-1749816.000000
COMPUSDT,2025-06-29 01:40:00,45.170000,44.944172,45.260000,2025-06-29 02:10:00,-190.35,-0.20%,-2069.000000
CRVUSDC,2025-06-29 01:40:00,0.513100,0.510535,0.514400,2025-06-29 02:10:00,-47.69,-0.64%,-14453.000000
DEGENUSDT,2025-06-29 01:40:00,0.003146,0.003130,0.003147,2025-06-29 02:10:00,-6447.52,-63.60%,-3222148.000000
DUSDT,2025-06-29 01:40:00,0.030280,0.030129,0.030360,2025-06-29 02:10:00,-374.76,-6.87%,-180171.000000
FORTHUSDT,2025-06-29 01:40:00,2.371000,2.359151,2.370000,2025-06-29 02:10:00,-0.87,-0.04%,-868.000000
JSTUSDT,2025-06-29 01:40:00,0.033708,0.033540,0.033718,2025-06-29 02:10:00,-50.40,-5.96%,-25077.000000
KAIAUSDT,2025-06-29 01:40:00,0.168000,0.167161,0.168000,2025-06-29 02:10:00,-725.84,-1.19%,-362921.000000
LRCUSDT,2025-06-29 01:40:00,0.076090,0.075710,0.076190,2025-06-29 02:10:00,-223.49,-2.76%,-106422.000000
MASKUSDT,2025-06-29 01:40:00,1.243700,1.237487,1.244000,2025-06-29 02:10:00,-72.33,-0.18%,-31446.000000
MILKUSDT,2025-06-29 01:40:00,0.056480,0.056198,0.056198,2025-06-29 01:50:00,-3048.61,-3.04%,-1774307.000000
ORCAUSDT,2025-06-29 01:40:00,1.932000,1.922341,1.942000,2025-06-29 02:10:00,-20.42,-0.62%,-1702.000000
RAYSOLUSDT,2025-06-29 01:40:00,2.080600,2.070198,2.084200,2025-06-29 02:10:00,-21.88,-0.27%,-3907.000000
REIUSDT,2025-06-29 01:40:00,0.015130,0.015054,0.015100,2025-06-29 02:10:00,-509.65,-13.02%,-258707.000000
SYNUSDT,2025-06-29 01:40:00,0.096500,0.096018,0.096900,2025-06-29 02:10:00,-14.78,-2.49%,-6160.000000
VANAUSDT,2025-06-29 01:40:00,4.444000,4.421788,4.465000,2025-06-29 02:10:00,-256.61,-0.52%,-11157.000000
VVVUSDT,2025-06-29 01:40:00,2.844000,2.829783,2.856000,2025-06-29 02:10:00,-18.09,-0.49%,-1292.000000
1000WHYUSDT,2025-06-29 01:45:00,0.000026,0.000026,0.000026,2025-06-29 02:15:00,-25139.16,-7663.22%,-12568951.000000
AEROUSDT,2025-06-29 01:45:00,0.761100,0.757295,0.763800,2025-06-29 02:15:00,-51.75,-0.62%,-11011.000000
AIOTUSDT,2025-06-29 01:45:00,0.148170,0.147430,0.148620,2025-06-29 02:15:00,-16.17,-1.65%,-6599.000000
AVAUSDT,2025-06-29 01:45:00,0.508200,0.505659,0.509200,2025-06-29 02:15:00,-6.76,-0.59%,-2252.000000
AWEUSDT,2025-06-29 01:45:00,0.055750,0.055472,0.055737,2025-06-29 02:15:00,-264.42,-3.56%,-133075.000000
DASHUSDT,2025-06-29 01:45:00,19.780000,19.681133,19.800000,2025-06-29 02:15:00,-3.89,-0.11%,-177.000000
DODOXUSDT,2025-06-29 01:45:00,0.037770,0.037581,0.037778,2025-06-29 02:15:00,-101.70,-5.32%,-50645.000000
DOLOUSDT,2025-06-29 01:45:00,0.036403,0.036221,0.036401,2025-06-29 02:15:00,-345.27,-5.49%,-172809.000000
FLMUSDT,2025-06-29 01:45:00,0.036700,0.036517,0.036517,2025-06-29 02:10:00,-4949.71,-4.95%,-2724855.000000
IOTXUSDT,2025-06-29 01:45:00,0.021150,0.021044,0.021170,2025-06-29 02:15:00,-229.61,-9.55%,-113667.000000
KOMAUSDT,2025-06-29 01:45:00,0.018000,0.017910,0.017970,2025-06-29 02:15:00,-476.87,-10.94%,-242068.000000
LISTAUSDT,2025-06-29 01:45:00,0.224500,0.223378,0.225100,2025-06-29 02:15:00,-212.18,-1.16%,-81608.000000
MEMEFIUSDT,2025-06-29 01:45:00,0.001088,0.001083,0.001091,2025-06-29 02:15:00,-5262.21,-184.10%,-2627166.000000
ONEUSDT,2025-06-29 01:45:00,0.009890,0.009841,0.009930,2025-06-29 02:15:00,-768.44,-20.63%,-376687.000000
SOLVUSDT,2025-06-29 01:45:00,0.045700,0.045472,0.045830,2025-06-29 02:15:00,-230.63,-4.66%,-108278.000000
TONUSDT,2025-06-29 01:45:00,2.852700,2.838437,2.842400,2025-06-29 02:15:00,184.48,0.29%,-22226.000000
1000000MOGUSDT,2025-06-29 01:50:00,0.906700,0.902168,0.909400,2025-06-29 02:20:00,-36.85,-0.52%,-7840.000000
AAVEUSDT,2025-06-29 01:50:00,257.350000,256.063655,259.890000,2025-06-29 02:20:00,-986.30,-0.99%,-388.000000
ADAUSDT,2025-06-29 01:50:00,0.561500,0.558693,0.561300,2025-06-29 02:20:00,-320.67,-0.32%,-178152.000000
AEVOUSDT,2025-06-29 01:50:00,0.080600,0.080197,0.080700,2025-06-29 02:20:00,-235.54,-2.61%,-112164.000000
AIXBTUSDT,2025-06-29 01:50:00,0.132180,0.131519,0.133310,2025-06-29 02:20:00,-692.48,-2.37%,-221240.000000
AKTUSDT,2025-06-29 01:50:00,1.090000,1.084551,1.091000,2025-06-29 02:20:00,-3.94,-0.28%,-1315.000000
APTUSDT,2025-06-29 01:50:00,4.762100,4.738292,4.772000,2025-06-29 02:20:00,-249.90,-0.25%,-21000.000000
ATOMUSDT,2025-06-29 01:50:00,3.979000,3.959110,3.992000,2025-06-29 02:20:00,-180.25,-0.38%,-12017.000000
AVAAIUSDT,2025-06-29 01:50:00,0.026580,0.026447,0.026820,2025-06-29 02:20:00,-554.86,-8.43%,-247705.000000
BBUSDT,2025-06-29 01:50:00,0.078350,0.077958,0.078480,2025-06-29 02:20:00,-115.08,-2.72%,-54030.000000
BOMEUSDC,2025-06-29 01:50:00,0.001521,0.001513,0.001523,2025-06-29 02:20:00,-1968.33,-131.62%,-983183.000000
BRETTUSDT,2025-06-29 01:50:00,0.041640,0.041432,0.041890,2025-06-29 02:20:00,-441.83,-5.40%,-196371.000000
CHZUSDT,2025-06-29 01:50:00,0.035320,0.035143,0.035280,2025-06-29 02:20:00,-2980.82,-5.55%,-1520827.000000
CRVUSDT,2025-06-29 01:50:00,0.513000,0.510440,0.515000,2025-06-29 02:20:00,-781.20,-0.78%,-195300.000000
DEEPUSDT,2025-06-29 01:50:00,0.136570,0.135887,0.136810,2025-06-29 02:20:00,-37.77,-1.64%,-16860.000000
ENAUSDT,2025-06-29 01:50:00,0.262000,0.260690,0.262700,2025-06-29 02:20:00,-1030.81,-1.03%,-381782.000000
ENJUSDT,2025-06-29 01:50:00,0.064930,0.064605,0.064980,2025-06-29 02:20:00,-233.25,-3.16%,-113782.000000
ETHUSDC,2025-06-29 01:50:00,2433.780000,2421.613252,2434.700000,2025-06-29 02:20:00,-37.80,-0.04%,-41.000000
ETHUSDT,2025-06-29 01:50:00,2432.540000,2420.379501,2433.840000,2025-06-29 02:20:00,-53.38,-0.05%,-41.000000
FIDAUSDT,2025-06-29 01:50:00,0.066380,0.066049,0.066530,2025-06-29 02:20:00,-635.69,-3.24%,-295672.000000
FXSUSDT,2025-06-29 01:50:00,2.000700,1.990698,1.997600,2025-06-29 02:20:00,2.86,0.05%,-2604.000000
GALAUSDT,2025-06-29 01:50:00,0.013870,0.013801,0.013910,2025-06-29 02:20:00,-8914.70,-14.71%,-4369953.000000
GMTUSDT,2025-06-29 01:50:00,0.042660,0.042447,0.042740,2025-06-29 02:20:00,-805.66,-4.88%,-387338.000000
GOATUSDT,2025-06-29 01:50:00,0.096410,0.095928,0.096760,2025-06-29 02:20:00,-357.69,-2.44%,-152207.000000
HBARUSDT,2025-06-29 01:50:00,0.147020,0.146285,0.147290,2025-06-29 02:20:00,-561.16,-1.54%,-247209.000000
HOTUSDT,2025-06-29 01:50:00,0.000828,0.000824,0.000832,2025-06-29 02:20:00,-6355.21,-242.03%,-3171260.000000
JASMYUSDT,2025-06-29 01:50:00,0.013226,0.013160,0.013227,2025-06-29 02:20:00,-2042.50,-15.13%,-1020740.000000
JELLYJELLYUSDT,2025-06-29 01:50:00,0.028130,0.027989,0.028160,2025-06-29 02:20:00,-584.50,-7.22%,-287931.000000
JUPUSDT,2025-06-29 01:50:00,0.442700,0.440487,0.444400,2025-06-29 02:20:00,-593.94,-0.84%,-160525.000000
KAVAUSDT,2025-06-29 01:50:00,0.402700,0.400687,0.400900,2025-06-29 02:20:00,-5.72,-0.05%,-28602.000000
LINKUSDC,2025-06-29 01:50:00,13.305000,13.238479,13.362000,2025-06-29 02:20:00,-52.10,-0.44%,-883.000000
MEWUSDT,2025-06-29 01:50:00,0.002657,0.002644,0.002662,2025-06-29 02:20:00,-2762.94,-75.46%,-1378027.000000
MYROUSDT,2025-06-29 01:50:00,0.017780,0.017691,0.017820,2025-06-29 02:20:00,-1951.15,-11.47%,-956445.000000
NEARUSDT,2025-06-29 01:50:00,2.138000,2.127311,2.143000,2025-06-29 02:20:00,-279.26,-0.33%,-39894.000000
NEIROUSDT,2025-06-29 01:50:00,0.000360,0.000358,0.000361,2025-06-29 02:20:00,-555863.88,-555.65%,-277806929.000000
NOTUSDT,2025-06-29 01:50:00,0.001806,0.001797,0.001800,2025-06-29 02:20:00,-46799.70,-110.41%,-23470262.000000
OMUSDT,2025-06-29 01:50:00,0.209950,0.208900,0.209820,2025-06-29 02:20:00,-115.13,-0.89%,-61569.000000
ONDOUSDT,2025-06-29 01:50:00,0.759400,0.755604,0.761500,2025-06-29 02:20:00,-241.96,-0.54%,-59015.000000
ONTUSDT,2025-06-29 01:50:00,0.120500,0.119898,0.120300,2025-06-29 02:20:00,-30.44,-1.49%,-16909.000000
OPUSDT,2025-06-29 01:50:00,0.553300,0.550534,0.553500,2025-06-29 02:20:00,-397.65,-0.40%,-180752.000000
ORDIUSDC,2025-06-29 01:50:00,7.189000,7.153063,7.211000,2025-06-29 02:20:00,-12.58,-0.33%,-524.000000
ORDIUSDT,2025-06-29 01:50:00,7.188000,7.152069,7.209000,2025-06-29 02:20:00,-63.53,-0.32%,-2762.000000
PAXGUSDT,2025-06-29 01:50:00,3293.030000,3276.565057,3293.130000,2025-06-29 02:20:00,-1.73,-0.00%,-17.000000
PEOPLEUSDT,2025-06-29 01:50:00,0.017390,0.017303,0.017430,2025-06-29 02:20:00,-10588.97,-11.73%,-5190674.000000
PIPPINUSDT,2025-06-29 01:50:00,0.015330,0.015253,0.015480,2025-06-29 02:20:00,-388.02,-14.02%,-180474.000000
PIXELUSDT,2025-06-29 01:50:00,0.031720,0.031561,0.031670,2025-06-29 02:20:00,-363.08,-6.15%,-186194.000000
QTUMUSDT,2025-06-29 01:50:00,1.958000,1.948214,1.962000,2025-06-29 02:20:00,-14.81,-0.31%,-2468.000000
RAREUSDT,2025-06-29 01:50:00,0.051490,0.051233,0.051610,2025-06-29 02:20:00,-1063.01,-4.12%,-501422.000000
REZUSDT,2025-06-29 01:50:00,0.008220,0.008179,0.008250,2025-06-29 02:20:00,-3866.92,-24.70%,-1904886.000000
RIFUSDT,2025-06-29 01:50:00,0.053240,0.052974,0.053140,2025-06-29 02:20:00,-116.37,-3.57%,-61250.000000
RSRUSDT,2025-06-29 01:50:00,0.006852,0.006818,0.006878,2025-06-29 02:20:00,-6273.89,-29.57%,-3096686.000000
SEIUSDT,2025-06-29 01:50:00,0.290800,0.289347,0.295300,2025-06-29 02:20:00,-2236.92,-2.24%,-344141.000000
SIGNUSDT,2025-06-29 01:50:00,0.065410,0.065083,0.065450,2025-06-29 02:20:00,-85.45,-3.12%,-41888.000000
SOONUSDT,2025-06-29 01:50:00,0.227980,0.226841,0.228230,2025-06-29 02:20:00,-320.64,-0.99%,-142506.000000
STXUSDT,2025-06-29 01:50:00,0.659900,0.656602,0.660600,2025-06-29 02:20:00,-34.35,-0.41%,-12724.000000
SUIUSDC,2025-06-29 01:50:00,2.778440,2.764548,2.789630,2025-06-29 02:20:00,-474.72,-0.47%,-35991.000000
SUSDT,2025-06-29 01:50:00,0.311500,0.309943,0.310900,2025-06-29 02:20:00,-157.96,-0.45%,-112830.000000
SWARMSUSDT,2025-06-29 01:50:00,0.016330,0.016248,0.016370,2025-06-29 02:20:00,-804.90,-12.49%,-394559.000000
TRUMPUSDC,2025-06-29 01:50:00,9.054000,9.008732,9.058000,2025-06-29 02:20:00,-9.49,-0.07%,-1581.000000
TWTUSDT,2025-06-29 01:50:00,0.681700,0.678293,0.680000,2025-06-29 02:20:00,-1.22,-0.04%,-4056.000000
USTCUSDT,2025-06-29 01:50:00,0.012632,0.012569,0.012631,2025-06-29 02:20:00,-425.52,-15.82%,-212865.000000
USUALUSDT,2025-06-29 01:50:00,0.064700,0.064377,0.065000,2025-06-29 02:20:00,-152.42,-3.55%,-66270.000000
WCTUSDT,2025-06-29 01:50:00,0.324000,0.322381,0.324200,2025-06-29 02:20:00,-221.60,-0.68%,-100729.000000
1000PEPEUSDC,2025-06-29 01:55:00,0.009476,0.009429,0.009452,2025-06-29 02:25:00,-20848.53,-20.84%,-10555149.000000
1000PEPEUSDT,2025-06-29 01:55:00,0.009472,0.009425,0.009446,2025-06-29 02:25:00,-20842.53,-20.84%,-10559594.000000
1000XECUSDT,2025-06-29 01:55:00,0.018700,0.018607,0.018630,2025-06-29 02:25:00,-110.33,-10.32%,-57165.000000
AAVEUSDC,2025-06-29 01:55:00,257.690000,256.401638,259.810000,2025-06-29 02:25:00,-76.39,-0.82%,-36.000000
AGLDUSDT,2025-06-29 01:55:00,0.675200,0.671825,0.679400,2025-06-29 02:25:00,-18.07,-0.92%,-2914.000000
ANKRUSDT,2025-06-29 01:55:00,0.014000,0.013930,0.013980,2025-06-29 02:25:00,-160.24,-14.14%,-80928.000000
ARBUSDC,2025-06-29 01:55:00,0.306700,0.305168,0.306700,2025-06-29 02:25:00,-31.46,-0.65%,-15730.000000
ARBUSDT,2025-06-29 01:55:00,0.306800,0.305267,0.306600,2025-06-29 02:25:00,-356.06,-0.59%,-197811.000000
ASTRUSDT,2025-06-29 01:55:00,0.022821,0.022707,0.022841,2025-06-29 02:25:00,-217.41,-8.85%,-107627.000000
ATAUSDT,2025-06-29 01:55:00,0.041800,0.041591,0.041800,2025-06-29 02:25:00,-33.86,-4.78%,-16930.000000
BNBUSDC,2025-06-29 01:55:00,649.470000,646.222696,649.220000,2025-06-29 02:25:00,6.45,0.04%,-26.000000
BNBUSDT,2025-06-29 01:55:00,649.310000,646.063620,649.070000,2025-06-29 02:25:00,36.65,0.04%,-154.000000
C98USDT,2025-06-29 01:55:00,0.042600,0.042387,0.042600,2025-06-29 02:25:00,-990.97,-4.69%,-495485.000000
COTIUSDT,2025-06-29 01:55:00,0.050160,0.049909,0.050010,2025-06-29 02:25:00,-109.98,-3.69%,-59446.000000
CTKUSDT,2025-06-29 01:55:00,0.306200,0.304673,0.306800,2025-06-29 02:25:00,-851.51,-0.85%,-327503.000000
DEFIUSDT,2025-06-29 01:55:00,629.000000,625.855589,630.300000,2025-06-29 02:25:00,-6.51,-0.21%,-5.000000
FETUSDT,2025-06-29 01:55:00,0.682900,0.679486,0.684100,2025-06-29 02:25:00,-396.74,-0.47%,-123980.000000
FILUSDC,2025-06-29 01:55:00,2.266000,2.254674,2.256000,2025-06-29 02:25:00,151.48,0.35%,-18935.000000
FILUSDT,2025-06-29 01:55:00,2.265000,2.253678,2.256000,2025-06-29 02:25:00,309.13,0.31%,-44161.000000
HOMEUSDT,2025-06-29 01:55:00,0.020827,0.020723,0.020965,2025-06-29 02:25:00,-6134.45,-10.27%,-2869245.000000
IMXUSDT,2025-06-29 01:55:00,0.429100,0.426955,0.428900,2025-06-29 02:25:00,-149.75,-0.42%,-83195.000000
JOEUSDT,2025-06-29 01:55:00,0.140760,0.140056,0.141180,2025-06-29 02:25:00,-69.28,-1.72%,-28630.000000
LTCUSDT,2025-06-29 01:55:00,86.420000,85.987940,86.550000,2025-06-29 02:25:00,-152.72,-0.15%,-1157.000000
MBOXUSDT,2025-06-29 01:55:00,0.048390,0.048148,0.048390,2025-06-29 02:25:00,-56.62,-4.13%,-28308.000000
MTLUSDT,2025-06-29 01:55:00,0.673200,0.669834,0.671900,2025-06-29 02:25:00,-0.65,-0.10%,-930.000000
OXTUSDT,2025-06-29 01:55:00,0.053280,0.053014,0.053210,2025-06-29 02:25:00,-41.02,-3.62%,-21252.000000
PENDLEUSDT,2025-06-29 01:55:00,3.525600,3.507972,3.531100,2025-06-29 02:25:00,-29.21,-0.21%,-3894.000000
PERPUSDT,2025-06-29 01:55:00,0.225100,0.223975,0.226600,2025-06-29 02:25:00,-21.45,-1.55%,-6129.000000
RVNUSDT,2025-06-29 01:55:00,0.014440,0.014368,0.014350,2025-06-29 02:25:00,-13241.61,-13.23%,-6932779.000000
SFPUSDT,2025-06-29 01:55:00,0.442200,0.439989,0.444400,2025-06-29 02:25:00,-29.84,-0.95%,-7105.000000
SKYAIUSDT,2025-06-29 01:55:00,0.036530,0.036347,0.036347,2025-06-29 02:25:00,-715.62,-4.98%,-393743.000000
SNXUSDT,2025-06-29 01:55:00,0.582000,0.579091,0.583000,2025-06-29 02:25:00,-27.26,-0.52%,-9088.000000
SPKUSDT,2025-06-29 01:55:00,0.040360,0.040159,0.040980,2025-06-29 02:25:00,-6508.58,-6.49%,-2484190.000000
STRKUSDT,2025-06-29 01:55:00,0.112900,0.112336,0.112500,2025-06-29 02:25:00,-86.95,-1.42%,-54344.000000
SXPUSDT,2025-06-29 01:55:00,0.170500,0.169648,0.171100,2025-06-29 02:25:00,-117.32,-1.52%,-45124.000000
VOXELUSDT,2025-06-29 01:55:00,0.046630,0.046397,0.046620,2025-06-29 02:25:00,-263.49,-4.27%,-132409.000000
VTHOUSDT,2025-06-29 01:55:00,0.001927,0.001917,0.001926,2025-06-29 02:25:00,-7118.09,-103.74%,-3560824.000000
WOOUSDT,2025-06-29 01:55:00,0.065600,0.065272,0.065560,2025-06-29 02:25:00,-51.77,-2.99%,-26412.000000
ZECUSDT,2025-06-29 01:55:00,39.070000,38.874739,38.950000,2025-06-29 02:25:00,35.64,0.30%,-302.000000
1000XUSDT,2025-06-29 02:00:00,0.053900,0.053631,0.053870,2025-06-29 02:30:00,-46.23,-3.65%,-23469.000000
ACTUSDT,2025-06-29 02:00:00,0.042540,0.042328,0.042640,2025-06-29 02:30:00,-1410.33,-4.94%,-671588.000000
AVAXUSDC,2025-06-29 02:00:00,17.882000,17.792623,17.913000,2025-06-29 02:30:00,-23.69,-0.18%,-718.000000
AXSUSDT,2025-06-29 02:00:00,2.211000,2.199948,2.215000,2025-06-29 02:30:00,-72.59,-0.27%,-12098.000000
BELUSDT,2025-06-29 02:00:00,0.212300,0.211239,0.212400,2025-06-29 02:30:00,-46.65,-0.99%,-22216.000000
BERAUSDT,2025-06-29 02:00:00,1.705000,1.696477,1.712000,2025-06-29 02:30:00,-335.49,-0.53%,-37277.000000
BLURUSDT,2025-06-29 02:00:00,0.072020,0.071660,0.071950,2025-06-29 02:30:00,-180.82,-2.68%,-93687.000000
BNTUSDT,2025-06-29 02:00:00,0.585900,0.582971,0.585920,2025-06-29 02:30:00,-15.64,-0.34%,-7745.000000
CELOUSDT,2025-06-29 02:00:00,0.259000,0.257706,0.258000,2025-06-29 02:30:00,-91.96,-0.39%,-91958.000000
CETUSUSDT,2025-06-29 02:00:00,0.091360,0.090903,0.091530,2025-06-29 02:30:00,-1011.40,-2.38%,-466084.000000
CTSIUSDT,2025-06-29 02:00:00,0.058500,0.058208,0.058700,2025-06-29 02:30:00,-367.77,-3.76%,-167167.000000
DOGEUSDC,2025-06-29 02:00:00,0.163640,0.162822,0.163600,2025-06-29 02:30:00,-1198.20,-1.20%,-611326.000000
DOGEUSDT,2025-06-29 02:00:00,0.163580,0.162762,0.163570,2025-06-29 02:30:00,-1216.86,-1.22%,-611486.000000
DRIFTUSDT,2025-06-29 02:00:00,0.389400,0.387454,0.389600,2025-06-29 02:30:00,-16.45,-0.56%,-7476.000000
DYMUSDT,2025-06-29 02:00:00,0.228600,0.227457,0.228100,2025-06-29 02:30:00,-30.85,-0.66%,-20569.000000
FIOUSDT,2025-06-29 02:00:00,0.014520,0.014447,0.014510,2025-06-29 02:30:00,-316.07,-13.71%,-158830.000000
HBARUSDC,2025-06-29 02:00:00,0.147150,0.146414,0.147330,2025-06-29 02:30:00,-14.63,-1.48%,-6713.000000
HYPEUSDT,2025-06-29 02:00:00,37.668000,37.479679,37.892000,2025-06-29 02:30:00,-600.03,-0.60%,-2655.000000
IPUSDT,2025-06-29 02:00:00,3.004970,2.989948,3.010000,2025-06-29 02:30:00,-45.06,-0.23%,-6410.000000
KERNELUSDT,2025-06-29 02:00:00,0.106500,0.105968,0.106300,2025-06-29 02:30:00,-51.52,-1.69%,-28622.000000
LTCUSDC,2025-06-29 02:00:00,86.450000,86.017860,86.550000,2025-06-29 02:30:00,-5.10,-0.12%,-50.000000
LUNA2USDT,2025-06-29 02:00:00,0.147100,0.146366,0.147000,2025-06-29 02:30:00,-87.40,-1.29%,-46000.000000
MANTAUSDT,2025-06-29 02:00:00,0.182700,0.181787,0.182700,2025-06-29 02:30:00,-185.29,-1.09%,-92643.000000
MAVUSDT,2025-06-29 02:00:00,0.044610,0.044387,0.044387,2025-06-29 02:20:00,-445.24,-3.98%,-250551.000000
OMNIUSDT,2025-06-29 02:00:00,1.548000,1.540264,1.545000,2025-06-29 02:30:00,5.88,0.06%,-5881.000000
PARTIUSDT,2025-06-29 02:00:00,0.194600,0.193627,0.193627,2025-06-29 02:25:00,-67.46,-0.53%,-65671.000000
PORT3USDT,2025-06-29 02:00:00,0.041410,0.041203,0.041440,2025-06-29 02:30:00,-27.37,-4.90%,-13482.000000
RLCUSDT,2025-06-29 02:00:00,0.928600,0.923958,0.932800,2025-06-29 02:30:00,-47.52,-0.67%,-7664.000000
ROSEUSDT,2025-06-29 02:00:00,0.023570,0.023452,0.023530,2025-06-29 02:30:00,-686.51,-8.32%,-350261.000000
SCRTUSDT,2025-06-29 02:00:00,0.157100,0.156316,0.157900,2025-06-29 02:30:00,-284.86,-1.78%,-101737.000000
SONICUSDT,2025-06-29 02:00:00,0.194500,0.193528,0.194000,2025-06-29 02:30:00,-20.31,-0.77%,-13539.000000
UNIUSDT,2025-06-29 02:00:00,7.002000,6.967005,7.009000,2025-06-29 02:30:00,-128.58,-0.13%,-14287.000000
